"provider","doi","citeulike","connotea","scopus","ploscounter","pmc","facebook","mendeley","twitter","date_modified"
"plosalm","10.1371/journal.pone.0027392",0,0,1,1105,94,2,10,0,2013-05-13
"altmetric","10.1371/journal.pone.0027392",0,0,NA,NA,NA,NA,6,1,2011-11-08
"impactstory","10.1371/journal.pone.0027392",NA,NA,1,1086,NA,NA,10,NA,2013-05-13
"plosalm","10.1371/journal.pone.0030013",0,0,1,1182,546,0,2,0,2013-05-13
"altmetric","10.1371/journal.pone.0030013",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0030013",NA,NA,1,1096,NA,NA,2,NA,2013-05-13
"plosalm","10.1371/journal.pone.0040770",0,0,0,677,357,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0040770",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0040770",NA,NA,NA,668,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0022143",0,0,6,1049,481,1,7,0,2013-05-13
"altmetric","10.1371/journal.pone.0022143",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0022143",NA,NA,6,1034,3,NA,11,NA,2013-05-13
"plosalm","10.1371/journal.pone.0051254",0,0,0,319,127,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0051254",0,0,NA,NA,NA,NA,0,2,2013-01-25
"impactstory","10.1371/journal.pone.0051254",NA,NA,NA,312,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0035419",0,0,0,1175,244,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0035419",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0035419",NA,NA,NA,1150,1,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0040769",0,0,1,1174,263,0,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0040769",0,0,NA,NA,NA,1,0,1,2012-07-17
"impactstory","10.1371/journal.pone.0040769",NA,NA,1,1166,1,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0027390",0,0,2,1733,662,0,2,0,2013-05-13
"altmetric","10.1371/journal.pone.0027390",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0027390",NA,NA,2,1710,NA,NA,2,NA,2013-05-13
"plosalm","10.1371/journal.pone.0032647",0,0,2,1052,216,0,12,0,2013-05-13
"altmetric","10.1371/journal.pone.0032647",0,0,NA,NA,NA,NA,10,1,2012-03-12
"impactstory","10.1371/journal.pone.0032647",NA,NA,2,1014,1,NA,13,NA,2013-05-13
"plosalm","10.1371/journal.pone.0048643",0,0,0,851,469,0,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0048643",0,0,NA,NA,NA,NA,0,2,2012-11-20
"impactstory","10.1371/journal.pone.0048643",NA,NA,NA,841,NA,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0027402",0,0,2,870,553,0,1,0,2013-05-13
"altmetric","10.1371/journal.pone.0027402",0,0,NA,NA,NA,NA,1,1,2011-11-17
"impactstory","10.1371/journal.pone.0027402",NA,NA,2,854,1,NA,1,NA,2013-05-13
"plosalm","10.1371/journal.pone.0040781",0,0,0,1752,401,0,6,2,2013-05-13
"altmetric","10.1371/journal.pone.0040781",0,0,NA,NA,NA,NA,2,1,2012-07-31
"impactstory","10.1371/journal.pone.0040781",NA,NA,NA,1092,NA,NA,2,2,2012-12-29
"plosalm","10.1371/journal.pone.0051255",0,0,0,387,139,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0051255",0,0,NA,NA,NA,1,0,NA,2012-12-13
"impactstory","10.1371/journal.pone.0051255",NA,NA,NA,377,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0043380",0,0,0,1340,395,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0043380",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0043380",NA,NA,NA,1334,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0027391",0,0,2,871,219,6,1,0,2013-05-13
"altmetric","10.1371/journal.pone.0027391",0,0,NA,NA,NA,2,1,1,2011-11-24
"impactstory","10.1371/journal.pone.0027391",NA,NA,2,857,NA,NA,1,NA,2013-05-13
